FILEPATH,FILENAME,CFC_CAPTURE_ID,TEC_READING(CELCIUS),FILTER_POSITION
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362809611.tiff,cfc_capture_1719362809611_tiff,1719362809611,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362813076.tiff,cfc_capture_1719362813076_tiff,1719362813076,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362816463.tiff,cfc_capture_1719362816463_tiff,1719362816463,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362819855.tiff,cfc_capture_1719362819855_tiff,1719362819855,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362823288.tiff,cfc_capture_1719362823288_tiff,1719362823288,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362826668.tiff,cfc_capture_1719362826668_tiff,1719362826668,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362830050.tiff,cfc_capture_1719362830050_tiff,1719362830050,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362833412.tiff,cfc_capture_1719362833412_tiff,1719362833412,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362836800.tiff,cfc_capture_1719362836800_tiff,1719362836800,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362840256.tiff,cfc_capture_1719362840256_tiff,1719362840256,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362843616.tiff,cfc_capture_1719362843616_tiff,1719362843616,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362847027.tiff,cfc_capture_1719362847027_tiff,1719362847027,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362850420.tiff,cfc_capture_1719362850420_tiff,1719362850420,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362853780.tiff,cfc_capture_1719362853780_tiff,1719362853780,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362857207.tiff,cfc_capture_1719362857207_tiff,1719362857207,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362860598.tiff,cfc_capture_1719362860598_tiff,1719362860598,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362864000.tiff,cfc_capture_1719362864000_tiff,1719362864000,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362867472.tiff,cfc_capture_1719362867472_tiff,1719362867472,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362870807.tiff,cfc_capture_1719362870807_tiff,1719362870807,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362874209.tiff,cfc_capture_1719362874209_tiff,1719362874209,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362877602.tiff,cfc_capture_1719362877602_tiff,1719362877602,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362880974.tiff,cfc_capture_1719362880974_tiff,1719362880974,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362884373.tiff,cfc_capture_1719362884373_tiff,1719362884373,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362887750.tiff,cfc_capture_1719362887750_tiff,1719362887750,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362891181.tiff,cfc_capture_1719362891181_tiff,1719362891181,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362894609.tiff,cfc_capture_1719362894609_tiff,1719362894609,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362897985.tiff,cfc_capture_1719362897985_tiff,1719362897985,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362901371.tiff,cfc_capture_1719362901371_tiff,1719362901371,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362904742.tiff,cfc_capture_1719362904742_tiff,1719362904742,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362908159.tiff,cfc_capture_1719362908159_tiff,1719362908159,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362911564.tiff,cfc_capture_1719362911564_tiff,1719362911564,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362915035.tiff,cfc_capture_1719362915035_tiff,1719362915035,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362918497.tiff,cfc_capture_1719362918497_tiff,1719362918497,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362921985.tiff,cfc_capture_1719362921985_tiff,1719362921985,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362925397.tiff,cfc_capture_1719362925397_tiff,1719362925397,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362928816.tiff,cfc_capture_1719362928816_tiff,1719362928816,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362932188.tiff,cfc_capture_1719362932188_tiff,1719362932188,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362935608.tiff,cfc_capture_1719362935608_tiff,1719362935608,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362939031.tiff,cfc_capture_1719362939031_tiff,1719362939031,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362942467.tiff,cfc_capture_1719362942467_tiff,1719362942467,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362945882.tiff,cfc_capture_1719362945882_tiff,1719362945882,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362949318.tiff,cfc_capture_1719362949318_tiff,1719362949318,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362952741.tiff,cfc_capture_1719362952741_tiff,1719362952741,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362956114.tiff,cfc_capture_1719362956114_tiff,1719362956114,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362959518.tiff,cfc_capture_1719362959518_tiff,1719362959518,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362962928.tiff,cfc_capture_1719362962928_tiff,1719362962928,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362966338.tiff,cfc_capture_1719362966338_tiff,1719362966338,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362969825.tiff,cfc_capture_1719362969825_tiff,1719362969825,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362973213.tiff,cfc_capture_1719362973213_tiff,1719362973213,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362976649.tiff,cfc_capture_1719362976649_tiff,1719362976649,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362980049.tiff,cfc_capture_1719362980049_tiff,1719362980049,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362983463.tiff,cfc_capture_1719362983463_tiff,1719362983463,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362987288.tiff,cfc_capture_1719362987288_tiff,1719362987288,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362990644.tiff,cfc_capture_1719362990644_tiff,1719362990644,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362994042.tiff,cfc_capture_1719362994042_tiff,1719362994042,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719362997452.tiff,cfc_capture_1719362997452_tiff,1719362997452,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363000868.tiff,cfc_capture_1719363000868_tiff,1719363000868,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363004316.tiff,cfc_capture_1719363004316_tiff,1719363004316,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363007682.tiff,cfc_capture_1719363007682_tiff,1719363007682,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363011315.tiff,cfc_capture_1719363011315_tiff,1719363011315,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363014680.tiff,cfc_capture_1719363014680_tiff,1719363014680,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363018107.tiff,cfc_capture_1719363018107_tiff,1719363018107,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363021539.tiff,cfc_capture_1719363021539_tiff,1719363021539,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363024975.tiff,cfc_capture_1719363024975_tiff,1719363024975,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363028439.tiff,cfc_capture_1719363028439_tiff,1719363028439,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363031903.tiff,cfc_capture_1719363031903_tiff,1719363031903,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363035290.tiff,cfc_capture_1719363035290_tiff,1719363035290,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363038723.tiff,cfc_capture_1719363038723_tiff,1719363038723,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363042141.tiff,cfc_capture_1719363042141_tiff,1719363042141,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363045546.tiff,cfc_capture_1719363045546_tiff,1719363045546,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363049161.tiff,cfc_capture_1719363049161_tiff,1719363049161,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363052628.tiff,cfc_capture_1719363052628_tiff,1719363052628,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363056040.tiff,cfc_capture_1719363056040_tiff,1719363056040,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363059484.tiff,cfc_capture_1719363059484_tiff,1719363059484,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363062886.tiff,cfc_capture_1719363062886_tiff,1719363062886,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363066279.tiff,cfc_capture_1719363066279_tiff,1719363066279,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363069724.tiff,cfc_capture_1719363069724_tiff,1719363069724,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363073152.tiff,cfc_capture_1719363073152_tiff,1719363073152,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363076579.tiff,cfc_capture_1719363076579_tiff,1719363076579,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363080027.tiff,cfc_capture_1719363080027_tiff,1719363080027,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363083411.tiff,cfc_capture_1719363083411_tiff,1719363083411,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363086869.tiff,cfc_capture_1719363086869_tiff,1719363086869,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363090331.tiff,cfc_capture_1719363090331_tiff,1719363090331,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363093728.tiff,cfc_capture_1719363093728_tiff,1719363093728,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363097076.tiff,cfc_capture_1719363097076_tiff,1719363097076,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363100541.tiff,cfc_capture_1719363100541_tiff,1719363100541,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363103953.tiff,cfc_capture_1719363103953_tiff,1719363103953,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363107520.tiff,cfc_capture_1719363107520_tiff,1719363107520,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363110919.tiff,cfc_capture_1719363110919_tiff,1719363110919,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363114358.tiff,cfc_capture_1719363114358_tiff,1719363114358,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363118008.tiff,cfc_capture_1719363118008_tiff,1719363118008,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363121465.tiff,cfc_capture_1719363121465_tiff,1719363121465,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363124824.tiff,cfc_capture_1719363124824_tiff,1719363124824,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363128252.tiff,cfc_capture_1719363128252_tiff,1719363128252,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363131657.tiff,cfc_capture_1719363131657_tiff,1719363131657,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363135095.tiff,cfc_capture_1719363135095_tiff,1719363135095,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363138468.tiff,cfc_capture_1719363138468_tiff,1719363138468,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363141927.tiff,cfc_capture_1719363141927_tiff,1719363141927,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363145345.tiff,cfc_capture_1719363145345_tiff,1719363145345,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363148741.tiff,cfc_capture_1719363148741_tiff,1719363148741,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363152163.tiff,cfc_capture_1719363152163_tiff,1719363152163,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363155533.tiff,cfc_capture_1719363155533_tiff,1719363155533,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363159009.tiff,cfc_capture_1719363159009_tiff,1719363159009,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363162500.tiff,cfc_capture_1719363162500_tiff,1719363162500,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363165914.tiff,cfc_capture_1719363165914_tiff,1719363165914,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363169268.tiff,cfc_capture_1719363169268_tiff,1719363169268,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363172724.tiff,cfc_capture_1719363172724_tiff,1719363172724,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363176159.tiff,cfc_capture_1719363176159_tiff,1719363176159,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363179588.tiff,cfc_capture_1719363179588_tiff,1719363179588,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363183047.tiff,cfc_capture_1719363183047_tiff,1719363183047,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363186437.tiff,cfc_capture_1719363186437_tiff,1719363186437,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363189995.tiff,cfc_capture_1719363189995_tiff,1719363189995,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363193379.tiff,cfc_capture_1719363193379_tiff,1719363193379,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363196824.tiff,cfc_capture_1719363196824_tiff,1719363196824,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363200223.tiff,cfc_capture_1719363200223_tiff,1719363200223,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363203649.tiff,cfc_capture_1719363203649_tiff,1719363203649,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363207027.tiff,cfc_capture_1719363207027_tiff,1719363207027,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363210447.tiff,cfc_capture_1719363210447_tiff,1719363210447,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363213867.tiff,cfc_capture_1719363213867_tiff,1719363213867,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363217313.tiff,cfc_capture_1719363217313_tiff,1719363217313,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363220936.tiff,cfc_capture_1719363220936_tiff,1719363220936,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363224399.tiff,cfc_capture_1719363224399_tiff,1719363224399,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363227779.tiff,cfc_capture_1719363227779_tiff,1719363227779,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363231205.tiff,cfc_capture_1719363231205_tiff,1719363231205,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363234689.tiff,cfc_capture_1719363234689_tiff,1719363234689,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363238028.tiff,cfc_capture_1719363238028_tiff,1719363238028,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363241461.tiff,cfc_capture_1719363241461_tiff,1719363241461,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363244869.tiff,cfc_capture_1719363244869_tiff,1719363244869,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363248275.tiff,cfc_capture_1719363248275_tiff,1719363248275,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363251753.tiff,cfc_capture_1719363251753_tiff,1719363251753,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363255190.tiff,cfc_capture_1719363255190_tiff,1719363255190,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363258610.tiff,cfc_capture_1719363258610_tiff,1719363258610,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363262026.tiff,cfc_capture_1719363262026_tiff,1719363262026,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363265415.tiff,cfc_capture_1719363265415_tiff,1719363265415,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363268848.tiff,cfc_capture_1719363268848_tiff,1719363268848,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363272240.tiff,cfc_capture_1719363272240_tiff,1719363272240,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363275673.tiff,cfc_capture_1719363275673_tiff,1719363275673,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363279063.tiff,cfc_capture_1719363279063_tiff,1719363279063,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363282452.tiff,cfc_capture_1719363282452_tiff,1719363282452,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363285875.tiff,cfc_capture_1719363285875_tiff,1719363285875,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363289324.tiff,cfc_capture_1719363289324_tiff,1719363289324,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363292729.tiff,cfc_capture_1719363292729_tiff,1719363292729,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363296146.tiff,cfc_capture_1719363296146_tiff,1719363296146,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363299584.tiff,cfc_capture_1719363299584_tiff,1719363299584,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719363302948.tiff,cfc_capture_1719363302948_tiff,1719363302948,5,3
